RGB_X,RGB_Y,HB_X,HB_Y,star_X,star_Y
-0.05132982447909262,15.491010888097222,-0.42410880549013424,15.849899491132982,-0.2828589370647111,17.984982536311826
-0.04402669955919558,15.694786620329392,-0.3505011859069422,15.326266825969224,-0.27468869010625085,19.000819768633384
-0.040802538609178374,15.363270876847206,-0.34945965850176963,15.363270876847206,-0.18585122739402188,16.11348999053778
-0.03450341371341126,15.363270876847206,-0.3022408598209178,15.472762315061505,-0.18249520731790886,15.195992290686469
-0.028182388339953346,15.26594515399005,-0.2503312525747044,18.064059686133266,-0.17551146436433362,16.819101481252154
-0.009249425376404607,15.107790854347172,-0.24928961110454384,18.1005568322047,-0.16919226403068338,16.729886235299762
0.011788721005155822,14.925305123990007,-0.22466400678627518,15.972063549510974,-0.16487786992562947,16.218926190299698
0.017805877250656188,16.17837380577588,-0.1953117774964217,16.166208090418735,-0.16490570178269465,16.34261096309733
0.026442878139897985,15.119956569704318,-0.19427013602626114,16.202705236490168,-0.1571207663536039,14.405220792472083
0.041150417689011065,15.077376565954312,-0.1533251398138467,16.199663807650886,-0.14774165865261601,14.714432724466171
0.06266216190063134,14.656442814597114,-0.15101760510717266,15.276083250121005,-0.14592391900429386,15.967501406252044
0.06714172210826874,14.655631766906637,-0.14916473344255504,16.37302525149019,-0.14698632030226527,16.023260934972292
0.10443212173205463,15.652814902347242,-0.14298606117408635,16.908316727204546,-0.14263017841161363,15.326773730775773
0.10891140818372091,15.65322042619248,-0.13857277272446067,15.957870214927638,-0.1428532895280869,16.31827953238304
0.12102009104687939,14.718487962918552,-0.13861155482037119,16.13021784915385,-0.13853136713382685,15.773863770150829
0.1283006310991578,15.02263084684716,-0.13666526393060446,16.812004813960485,-0.13553761745951298,16.466295735894967
0.1472055340756655,14.989175129615013,-0.13235075576056254,16.300537864153874,-0.13441749927762775,16.154042375061593
0.17765290131503841,14.982078462323347,-0.13237801729268794,16.42168811291877,-0.13132131924411516,16.39127382452591
0.2098626638705694,13.67466958527556,-0.135623394330468,16.847488150418826,-0.12597828707752934,15.974598073543712
0.21364268631997207,13.672236442204131,-0.1333211066132406,15.947225213990137,-0.12599265926601388,16.03846807916872
0.23745671824881975,15.150370858097178,-0.13020439488189295,16.09321379827587,-0.1260528855796631,16.306113817025896
0.3718709000750552,15.004382273811444,-0.13028446850344932,16.449060972472346,-0.12280477098217168,15.868148064168698
0.4170105221551529,15.02263084684716,-0.12788533961143367,15.118435855284673,-0.12392443290410515,16.17837380577588
0.4190554792595155,15.26594515399005,-0.1229352613284117,16.448047162859247,-0.12394154265230095,16.25440952675803
0.4574100595950853,14.64427709923997,-0.11973562435080842,16.225515952784818,-0.1186167608837908,15.918838544823467
0.46224185248558014,14.63332795541854,-0.12003280927047066,16.613095367871175,-0.11758082266302883,15.980680931222285
0.4801003232624327,14.584665093989962,-0.11529892976565093,16.1041629420973,-0.11119443805146312,15.592898754213305
0.4800045086725361,15.010465131490017,-0.11339612044929914,16.046071651266935,-0.11230273149626191,15.852602983434569
0.4843011086394663,14.57858223631139,-0.11115337465579322,15.41041302385614,-0.1112762226478391,15.956349500507995
0.4972379945672921,14.93990398241858,-0.1107129697372331,16.252584669454464,-0.1048920052710447,15.578198514823423
0.5020712931156283,14.92226369515072,-0.11137534512238678,16.396849777397932,-0.10175111176224705,15.616723280121047
0.5010152794569832,14.949636554704295,-0.10705239614323492,15.84787187190679,-0.10396625382866376,16.129710944347302
0.515715975106818,14.937470839347151,-0.10816247660617873,16.11551760976397,-0.09979695038831027,16.26353381327589
0.5492894074065521,15.034796562204306,-0.1071240289556813,16.166208090418735,-0.09540727339119481,15.418016595954356
0.5535107244814209,14.937470839347151,-0.11033381771721407,16.433853828275915,-0.0945829941621138,15.48736117349008
0.5597961615786314,14.998299416132873,-0.10510872874819155,16.541317647264023,-0.09123523239112996,15.5396737495258
0.56858701332365,15.122389712775746,-0.10601121093302623,15.886396637204415,-0.08807266653461765,15.481886601579363
0.573416889922347,15.119956569704318,-0.10294058145681928,16.237174763335414,-0.08705543497188306,15.626861376252002
0.577266241071439,14.342871501266718,-0.10077494359518246,15.944183785150852,-0.08709296235292585,15.79363305760619
0.5816414318150821,14.339323167620883,-0.09850003147506836,15.165578002293609,-0.08490097547906739,15.383547069109113
0.5875722636776851,14.731870249811411,-0.0985111185918992,16.147959517383022,-0.07647932928711676,15.282166107799576
0.591353381150972,14.724570820597123,-0.09879637231381966,16.48251668970449,-0.07546962601358842,15.46059659970436
